NAME,OUTLET TYPE,PHONE NUMBER,STREET ADDRESS,PAYMENTS ACCEPTED,FARE MEDIA AVAILABLE,LAT,LON,CITY,Location
Madison Laramie Currency,Currency Exchange,773-261-0340,5146 W. Madison Street,Varies,Purchase Transit Cards and Passes.,41.880379,-87.75451,Chicago,"5146 Madison Street
Chicago, IL 60644
(41.880421501000455, -87.75403821899965)"
Madison Michigan Currency,Currency Exchange,312-372-3461,79 E. Madison Street,Varies,Purchase Transit Cards and Passes.,41.882101,-87.625039,Chicago,"79 Madison Street
Chicago, IL 60602
(41.881963863000465, -87.63024900599964)"
Madison Street Currency,Currency Exchange,312-666-0529,1152 W. Madison Street,Varies,Purchase Transit Cards and Passes.,41.881629,-87.656456,Chicago,"1152 Madison Street
Chicago, IL 60607
(41.88161016800046, -87.65643018699967)"
Madison/Wabash Rail Station,CTA Rail Station,1-888-YOURCTA,2 N. Wabash Avenue,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.882023,-87.626098,Chicago,"2 Wabash Avenue
Chicago, IL 60603
(41.88157389200046, -87.62616694099967)"
Main Mobil,Ventra Retail Location,,213 S. Main Street,Varies,Varies,41.890232,-88.472104,Elburn,"213 Main Street
Elburn 60119
(41.890210804000446, -88.47245006199967)"
Main Rail Station,CTA Rail Station,1-888-YOURCTA,836 N. Chicago Avenue,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,42.033456,-87.679538,Evanston,"836 Chicago Avenue
Evanston, IL 60202
(42.03292858900045, -87.67920776599965)"
Mannheim & Touhy C E,Ventra Retail Location,,7068 North Mannheim Road ,Varies,Varies,42.0067622,-87.8849888,Rosemont,"7068 Mannheim Road
Rosemont 60018
(42.00920382400045, -87.88571953999968)"
Mannheim Touhy Currency,Currency Exchange,847-824-1211,7068 Mannheim Road,Varies,Purchase Transit Cards and Passes.,42.007932,-87.885233,Des Plaines,"7068 Mannheim Road
Des Plaines, IL 60018
(42.00920382400045, -87.88571953999968)"
Maroon Financial Credit Union,Ventra Retail Location,,5525C S. Ellis Avenue,Varies,Varies,42.0115669,-87.6656415,Chicago,"5525C Ellis Avenue
Chicago 60637
(41.79453552700045, -87.60131011799967)"
Marquette Financial Services,Credit Unions/Banks,773-918-4590,6316 S. Western Avenue,Varies,Purchase Transit Cards and Passes.,41.778664,-87.683625,Chicago,"6316 Western Avenue
Chicago, IL 60636
(41.7789739370005, -87.68367770199967)"
Marquette Marathon,Ventra Retail Location,,2010 W. 67th Street,Varies,Varies,41.771424,-87.67423,Chicago,"2010 67th Street
Chicago 60636
(41.77210682100048, -87.67418341599966)"
Martha's Food Market - Diversey,Ventra Retail Location,,4459 W. Diversey Avenue,Varies,Varies,41.9315166,-87.7391204,Chicago,"4459 Diversey Avenue
Chicago 60639
(41.93161586700046, -87.73853835299968)"
Martha's Food Market - Kedzie,Ventra Retail Location,,4501 N. Kedzie Avenue,Varies,Varies,41.96319,-87.707953,Chicago ,"4501 Kedzie Avenue
Chicago 60639
(41.92050377200047, -87.75488675899965)"
Martin's Mini Market Inc,Other,773-879-6083,3801 N. Cicero Avenue,Varies,Purchase Transit Cards and Passes.,41.949816,-87.747204,Chicago,"3801 Cicero Avenue
Chicago, IL 60641
(41.949890964000474, -87.74720007899964)"
Martin's Mini-Market,Ventra Retail Location,773-879-6083,3801 N. Cicero Avenue,Varies,Varies,41.9499281,-87.7470729,Chicago,"3801 Cicero Avenue
Chicago 60641
(41.949890964000474, -87.74720007899964)"
Melrose Park C E C E,Ventra Retail Location,,1380 Winston Plaza Dr,Varies,Varies,41.9005865,-87.8567276,Melrose Park,"1380 Winston Plaza Dr
Melrose Park 60160
(41.90138140300047, -87.85823705999968)"
Melrose Park Currency,Currency Exchange,708-681-3030,1380 Winston Plaza Drive,Varies,Purchase Transit Cards and Passes.,41.902881,-87.850919,Melrose Park,"1380 Winston Plaza Drive
Melrose Park, IL 60160
(41.90138140300047, -87.85823705999968)"
Melrose Village C E,Ventra Retail Location,,2225 W North Avenue J,Varies,Varies,41.9080681,-87.8618624,Melrose Park,"2225 North Avenue
Melrose Park 60160
(41.90793060200048, -87.86132097199965)"
Melrose Village Currency,Currency Exchange,708-345-3345,2225 W. North Avenue   Unit J,Varies,Purchase Transit Cards and Passes.,41.910377,-87.683504,Chicago,"2225 North Avenue
Chicago, IL 60622
(41.90883080700047, -87.80577916199968)"
Mercadito La Economica,Ventra Retail Location,,2859 S. Trumbull Avenue,Varies,Varies,41.839081,-87.710623,Chicago,"2859 Trumbull Avenue
Chicago 60623
(41.839070207000475, -87.71098038699967)"
Merchandise Mart Rail Station,CTA Rail Station,1-888-YOURCTA,350 N. Wells Street,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.888969,-87.633924,Chicago,"350 Wells Street
Chicago, IL 60654
(41.88864599800047, -87.63401765699967)"
Merchandise Mart Vending Machine,Ventra Retail Location,,222 Merchandise Mart Plaza,Varies,Varies,41.8883695,-87.6353645,Chicago,"222 Merchandise Mart Plaza
Chicago 60654
(41.888016249000486, -87.63454158799965)"
Mid City C E,Ventra Retail Location,,3565 West Armitage Avenue,Varies,Varies,41.9171748,-87.7160363,Chicago,"3565 Armitage Avenue
Chicago 60647
(41.91728177400046, -87.71581464399969)"
Mid-City Currency,Currency Exchange,773-342-5643,3565 W. Armitage Avenue,Varies,Purchase Transit Cards and Passes.,41.91729,-87.716108,Chicago,"3565 Armitage Avenue
Chicago, IL 60647
(41.91728177400046, -87.71581464399969)"
Midway Airport Rail Station,CTA Rail Station,1-888-YOURCTA,4612 W. 59th Street,"Cash, Credit, Debit",Purchase new Transit Cards and Passes AND add value to Transit Cards and Chicago Cards.,41.78661,-87.737875,Chicago,"4612 59th Street
Chicago, IL 60629
(41.785514314000466, -87.73859635199966)"
Midway Citgo,Ventra Retail Location,,4710 W. 63rd Street,Varies,Varies,41.7784765,-87.7403382,Chicago,"4710 63rd Street
Chicago 60629
(41.778500789000475, -87.74028980899965)"
Millenium Food Market,Ventra Retail Location,,11 W. 16th Street ,Varies,Varies,41.50263,-87.641424,Chicago Heights,"11 16th Street
Chicago Heights 60411
(41.50244013000048, -87.64142055699966)"
Milleniumn Park Metra,Metra Rail Station,,151 N Michigan Ave,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.883774,-87.623191,Chicago,"151 Michigan Avenue
Chicago, IL 60602
(41.88211416000047, -87.62447971399968)"
Milwaukee Ballard C E,Ventra Retail Location,,9107 North Milwaukee Avenue ,Varies,Varies,42.0462897,-87.831071,NILES,"9107 Milwaukee Avenue
NILES 60717
(42.05460105500049, -87.83815975699969)"
Milwaukee California C E,Ventra Retail Location,,2301 North Milwaukee ,Varies,Varies,41.9229155,-87.6973692,CHICAGO,"2301 Milwaukee
CHICAGO 60647
(41.92057329200048, -87.69937931399966)"
Milwaukee California Currency,Currency Exchange,773-772-2392,2301 N. Milwaukee Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.922926,-87.697392,Chicago,"2301 Milwaukee Avenue
Chicago, IL 60647
(41.923140729000465, -87.69774066199966)"
Milwaukee Dollar Plus Inc.,Other,773-227-4123,1958 N. Milwaukee,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.917024,-87.687734,Chicago,"1958 Milwaukee
Chicago, IL 60647
(41.92057329200048, -87.69937931399966)"
Milwaukee Dundee C E,Ventra Retail Location,,70 S. Milwaukee Avenue,Varies,Varies,42.1385505,-87.9071223,Wheeling,"70 Milwaukee Avenue
Wheeling 60090
(42.14058175100047, -87.90828374899968)"
Milwaukee Pulaski Currency,Currency Exchange,773-685-2700,3325 N. Pulaski Road,Varies,Purchase Transit Cards and Passes.,41.941734,-87.727265,Chicago,"3325 Pulaski Road
Chicago, IL 60641
(41.941710912000474, -87.72724024299964)"
Miska's Liquors - 63rd Street,Ventra Retail Location,,6410 W. 63rd Street ,Varies,Varies,41.7776942,-87.7816653,Chicago,"6410 63rd Street
Chicago 60638
(41.77768938000048, -87.78165785499965)"
Mobil Gas Station,Ventra Retail Location,,7059 S. Ashland Avenue,Varies,Varies,41.7650593,-87.6636588,Chicago,"7059 Ashland Avenue
Chicago 60636
(41.76514041200045, -87.66377486599964)"
Mobil Gas Station - Chicago/Kedzie,Ventra Retail Location,,3159 W. Chicago Avenue ,Varies,Varies,41.8955402,-87.7058934,CHICAGO,"3159 Chicago Avenue
CHICAGO 60622
(41.89556728600047, -87.70582130199966)"
Mobil Gas Station - Maywood,Ventra Retail Location,,101 W. Madison Street,Varies,Varies,41.8791234,-87.8339911,Maywood ,"101 Madison Street
Maywood 60153
(41.87905720500049, -87.83411851199969)"
Mobil Pulaski,Ventra Retail Location,,2801 S. Pulaski Road,Varies,Varies,41.8405452,-87.7244282,Chicago,"2801 Pulaski Road
Chicago 60623
(41.84031006300046, -87.72444019699964)"
Monroe/Dearborn Rail Station,CTA Rail Station,1-888-YOURCTA,114 S. Dearborn,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.880703,-87.629378,Chicago,"114 Dearborn
Chicago, IL 60603
(41.88079042200047, -87.62899891499967)"
Monroe/State Rail Station,CTA Rail Station,1-888-YOURCTA,26 S. State,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.880745,-87.627696,Chicago,"26 State
Chicago, IL 60603
(41.88079042200047, -87.62899891499967)"
Monster Mobile - Total Connections ,Ventra Retail Location,,1801 S. Ashland Avenue,Varies,Varies,41.857644,-87.665798,Chicago,"1801 Ashland Avenue
Chicago 60608
(41.85763001900045, -87.66616005899965)"
Monster Mobile - Total Connections - Ash,Ventra Retail Location,,6230 S. Ashland Avenue,Varies,Varies,41.7792474,-87.6837272,Chicago,"6230 Ashland Avenue
Chicago 60636
(41.78040059800048, -87.66425072699968)"
Montrose Central Currency,Currency Exchange,773-545-4456,4354 N. Central,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.960321,-87.767238,Chicago,"4354 Central
Chicago, IL 60634
(41.94557010900047, -87.79454796999966)"
"Montrose Central Currency Exchange, Inc",Ventra Retail Location,,4354 b N Central,Varies,Varies,41.9599238,-87.7672382,Chicago,"4354 b Central
Chicago 60634
(41.94557010900047, -87.79454796999966)"
Montrose Kimball Financial Center,Ventra Retail Location,,3354 West Montrose ,Varies,Varies,41.9612239,-87.7127469,Chicago,"3354 Montrose
Chicago 60618
(41.94671284600048, -87.70230784699964)"
Montrose Ravenswood Currency Exchange,Ventra Retail Location,,1808 W. Montrose Avenue,Varies,Varies,41.9616116,-87.6749247,Chicago,"1808 Montrose Avenue
Chicago 60613
(41.9615426200005, -87.67497127199965)"
Montrose-O'Hare Rail Station,CTA Rail Station,1-888-YOURCTA,4600 W. Montrose Avenue,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.961539,-87.743574,Chicago,"4600 Montrose Avenue
Chicago, IL 60630
(41.962574093000455, -87.88091613599966)"
Montrose-Ravenswood Rail Station,CTA Rail Station,1-888-YOURCTA,1814-16 W. Montrose Avenue,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.961756,-87.675047,Chicago,"1814 Montrose Avenue
Chicago, IL 60640
(41.962574093000455, -87.88091613599966)"
Moon Star Grocery,Ventra Retail Location,,735 W. 69th Street,Varies,Varies,41.7688369,-87.6430758,Chicago,"735 69th Street
Chicago 60621
(41.768824751000466, -87.64282213399969)"
Morse Rail Station,CTA Rail Station,1-888-YOURCTA,1358 W. Morse Avenue,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,42.008362,-87.665909,Chicago,"1358 Morse Avenue
Chicago, IL 60626
(42.00795563300045, -87.66532853999968)"
Mt. Greenwood Hardware,Ventra Retail Location,,3124 W. 111th Street   ,Varies,Varies,41.691848,-87.699426,Chicago,"3124 111th Street
Chicago 60655
(41.69157114900048, -87.69942068999967)"
Museum_Science,Other,,E Museum Drive & S Hyde Park Blvd,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.79186,-87.58387,Chicago,"Museum Drive
Chicago, IL 60637
(41.79165042900047, -87.58056751699968)"
NavyPier,Other,,600 E Grand Ave,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.892094,-87.61157,Chicago,"600 Grand Ave
Chicago, IL 60611
(41.89208847700047, -87.60973551699965)"
New 112th & Vincennes C E ,Ventra Retail Location,,11207 South Vincennes ,Varies,Varies,41.6898079,-87.6647906,Chicago,"11207 Vincennes
Chicago 60643
(41.699751422000475, -87.66459754499965)"
New 175th & Kedzie Currency,Currency Exchange,708-957-5660,3164 W. 175th Street,Varies,Purchase Transit Cards and Passes.,41.57173,-87.693325,Hazel Crest,"3164 175th Street
Hazel Crest, IL 60429
(41.571757723000474, -87.69368667799966)"
New 18th & Blue Island C E,Ventra Retail Location,,1825 South Blue Island ,Varies,Varies,41.857053,-87.661509,Chicago,"1825 Blue Island
Chicago 60608
(41.852243736000446, -87.66731751799966)"
New 21st Ashland Currency,Currency Exchange,312-666-3200,2023 S. Ashland Avenue,Varies,Purchase Transit Cards and Passes.,41.854332,-87.666054,Chicago,"2023 Ashland Avenue
Chicago, IL 60608
(41.85430107500048, -87.66608055199964)"
New 35th & Indiana C E,Ventra Retail Location,,126 East 35th Street,Varies,Varies,41.8310438,-87.6309979,Chicago,"126 35th Street
Chicago 60616
(41.83097315300046, -87.63012730999964)"
New 47th & Lake Park C E,Ventra Retail Location,,1400 E. 47th Street Unit H,Varies,Varies,41.8096904,-87.5925059,Chicago,"1400 47th Street
Chicago 60653
(41.809718785000484, -87.59231502299968)"
"New 51st Western Currency Exchange, Inc",Ventra Retail Location,,5100 S Western,Varies,Varies,41.8010266,-87.6846516,Chicago,"5100 Western
Chicago 60609
(41.81387299200048, -87.65534702799965)"
New 71st & Indiana C E ,Ventra Retail Location,773-224-4445,201 E. 71St Street ,Varies,Varies,41.7655309,-87.6198851,Chicago,"201 71St Street
Chicago 60619
(41.765630642000474, -87.61974036399965)"
New 75th & Cottage C E,Ventra Retail Location,,801 East 75th Street ,Varies,Varies,41.758381,-87.604994,Chicago,"801 75th Street
Chicago 60619
(41.7585809790005, -87.60499114899966)"
New 75th & Exchange C E,Ventra Retail Location,,2640 East 75th Street              ,Varies,Varies,41.759359,-87.560093,Chicago,"2640 75th Street
Chicago 60649
(41.759226208000484, -87.55993802399968)"
New 79th & Jeffrey CE,Ventra Retail Location,773-374-3206,1955 E. 79th Street,Varies,Varies,41.7515044,-87.576324,Chicago,"1955 79th Street
Chicago 60649
(41.7515799250005, -87.57644963699966)"
New 79th & Kedzie Currency Exchange,Ventra Retail Location,773-778-4844,3247 W. 79th Street,Varies,Varies,41.749509,-87.704326,Chicago,"3247 79th Street
Chicago 60652
(41.749730298000486, -87.70425105799967)"
New 79th & Pulaski Currency,Currency Exchange,773-767-0108,4051 W. 79th Avenue,Varies,Purchase Transit Cards and Passes.,41.749401,-87.72401,Chicago,"4051 79th Avenue
Chicago, IL 60652
(41.746760037000456, -87.71793683299967)"
New 79th & Rhodes C E,Ventra Retail Location,,531 East 79th Street ,Varies,Varies,41.7510898,-87.6114052,Chicago,"531 79th Street
Chicago 60619
(41.751124682000466, -87.61140763999964)"
New 87th & Stony Island Currency,Currency Exchange,773-374-2900,8625 S. Stony Island,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.737937,-87.585225,Chicago,"8625 Stony Island
Chicago, IL 60617
(41.72629071600045, -87.55734977399965)"
New 95th & Jeffery Currency,Currency Exchange,773-221-4632,2035 E. 95th Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.722486,-87.573945,Chicago,"2035 95th Street
Chicago, IL 60617
(41.722473239000465, -87.57433720399968)"
New Archer Halsted C E,Ventra Retail Location,,2514 S Halsted St,Varies,Varies,41.8467446,-87.6466673,Chicago,"2514 Halsted St
Chicago 60608
(41.846710991000464, -87.64646063899966)"
New Archer Nash C E,Ventra Retail Location,,6611 W. Archer Ave ,Varies,Varies,41.792112,-87.7872283,CHICAGO,"6611 Archer Ave
CHICAGO 60638
(41.792270259000475, -87.78725110899967)"
New Arlington Heights C E,Ventra Retail Location,, 118 East Wing Street,Varies,Varies,42.0839816,-87.9814988,Arlington Heights,"118 Wing Street
Arlington Heights 60004
(42.08395778100049, -87.98139499099966)"
New Berwyn Plaza C E,Ventra Retail Location,,6917 West Ogden Ave,Varies,Varies,41.8260946,-87.7959481,Berwyn,"6917 Ogden Ave
Berwyn 60402
(41.82613007700047, -87.79582063399965)"
New Blue Island C E,Ventra Retail Location,,12956 Western Avenue ,Varies,Varies,41.6573303,-87.6804696,Blue Island,"12956 Western Avenue
Blue Island 60406
(41.65753347000049, -87.68011009799966)"
New Brickyard C E ,Ventra Retail Location,,2841 B North Narragansett,Varies,Varies,41.9317741,-87.7855592,Chicago,"2841 B Narragansett
Chicago 60634
(41.94557010900047, -87.79454796999966)"
New Broadway Montrose C E,Ventra Retail Location,,1002 W Montrose Ave,Varies,Varies,41.9617972,-87.6548173,Chicago,"1002 Montrose Ave
Chicago 60613
(41.96179058500047, -87.65493106699967)"
New Bryn Mawr L C E,Ventra Retail Location,,5605 North Broadway ,Varies,Varies,41.984043,-87.6600813,Chicago,"5605 Broadway
Chicago 60660
(41.990840721000495, -87.66241635199964)"
New Calumet City C E,Ventra Retail Location,708-862-7934,592 Burnham Avenue ,Varies,Varies,41.618557,-87.539964,Calumet City,"592 Burnham Avenue
Calumet City 60409
(41.61851097200048, -87.53961317399967)"
New Calumet City Currency,Currency Exchange,708-862-7934,592 Burnham Avenue,Varies,Purchase Transit Cards and Passes.,41.618552,-87.539579,Calumet City,"592 Burnham Avenue
Calumet City, IL 60409
(41.61851097200048, -87.53961317399967)"
New Calumet City Sibley Boulevard C E,Ventra Retail Location,,1651 Sibley Boulevard ,Varies,Varies,41.6227525,-87.5652034,CALUMET CITY,"1651 Sibley Boulevard
CALUMET CITY 60409
(41.622744104000446, -87.56525854499966)"
New Chicago & State Currency,Currency Exchange,847-695-6500,8 S. State Street,Varies,Purchase Transit Cards and Passes.,41.881833,-87.627765,Chicago,"8 State Street
Chicago, IL 60603
(41.88190051000049, -87.62782682399967)"
New Chicago Rush C E,Ventra Retail Location,312-944-4643,62 E. Chicago Avenue ,Varies,Varies,41.896933,-87.625841,Chicago,"62 Chicago Avenue
Chicago 60611
(41.896720047000485, -87.62581058699965)"
New Chicago State C E,Ventra Retail Location,,8 South State ,Varies,Varies,42.0353949,-88.2865134,ELGIN,"8 State
ELGIN 60123
(42.039461333000474, -88.30961795699966)"
New Church Dodge Currency,Currency Exchange,847-424-8600,1700 Dodge Avenue,Varies,Purchase Transit Cards and Passes.,42.048436,-87.698988,Evanston,"1700 Dodge Avenue
Evanston, IL 60201
(42.04847443600045, -87.69901961999966)"
New Cottage & 87th C E,Ventra Retail Location,,816 East 87th Street ,Varies,Varies,41.7366975,-87.604106,Chicago,"816 87th Street
Chicago 60619
(41.736701482000456, -87.60414891999966)"
New Damen Grand C E,Ventra Retail Location,,2003 West Grand Avenue ,Varies,Varies,41.8907303,-87.6771525,Chicago,"2003 Grand Avenue
Chicago 60612
(41.89085032000048, -87.67716089899966)"
New Dempster Landings C E,Ventra Retail Location,,2606 East Dempster St,Varies,Varies,42.039551,-87.8589367,Park Ridge,"2606 Dempster St
Park Ridge 60068
(42.03946954000048, -87.85754933299967)"
New Devon Central C E,Ventra Retail Location,,5429 West Devon ,Varies,Varies,41.9972774,-87.764628,Chicago,"5429 Devon
Chicago 60646
(41.994542665000495, -87.76090893699967)"
New Devon Mccormick,Ventra Retail Location,,3310 West Devon,Varies,Varies,41.9974719,-87.7124812,Lincolnwood,"3310 Devon
Lincolnwood 60712
(42.00635239100046, -87.73483890399967)"
New Dolton C E,Ventra Retail Location,708-849-5051,14200 Chicago Road,Varies,Varies,41.636957,-87.607816,Dolton,"14200 Chicago Road
Dolton 60419
(41.63626044300048, -87.60755036799969)"
New Dolton Currency,Currency Exchange,708-849-5051,14200 Chicago Road,Varies,Purchase Transit Cards and Passes.,41.637071,-87.60755,Dolton,"14200 Chicago Road
Dolton, IL 60419
(41.63626044300048, -87.60755036799969)"
